handle,tweet_text,tweet_date,tweet_time,image_urls,cleaned_text,processed_text,tier1_category,detailed_category,locations
timesofindia,"#Karnataka | A pit bull dog saved a family and labourers from being attacked by a cobra and died after a 40-minute fight. Before dying, six-year-old Bheema cut the 12-foot-long cobra into 11 pieces.

Know more  http://toi.in/IPgAvY62",2025-03-21,04:30:00,['https://pbs.twimg.com/ext_tw_video_thumb/1902936719827365888/pu/img/dJhVbWlxFYtrAy5-.jpg'],a pit bull dog saved a family and labourers from being attacked by a cobra and died after a minute fight before dying sixyearold bheema cut the footlong cobra into pieces know more,pit bull dog saved family labourer attacked cobra died minute fight dying sixyearold bheema cut footlong cobra piece know,Crime-related,Assault,[]
timesofindia,"TOI selects an all-star IPL XI as the tournament turns 18, featuring legends like #RohitSharma, Chris Gayle, and #MSDhoni as captain and wicket-keeper.

HERE: http://toi.in/rHmJhY/a24gk 

#IPL #IPL2025",2025-03-21,04:13:39,['https://pbs.twimg.com/media/GmiWpXMaEAUF4Jw?format=jpg&name=900x900'],toi selects an allstar ipl xi as the tournament turns featuring legends like chris gayle and as captain and wicketkeeper here,toi selects allstar ipl xi tournament turn featuring legend like chris gayle captain wicketkeeper,Achievement-based,Innovation,[]
timesofindia,"#VladimirPutin pens 'letter of support' for new Syrian government as Assad loyalists incite uprising

Watch",2025-03-21,04:14:00,['https://pbs.twimg.com/media/GmiHy_sb0AAIWYm.jpg'],pens letter of support for new syrian government as assad loyalists incite uprising watch,pen letter support new syrian government assad loyalist incite uprising watch,Crime-related,Assault,[]
timesofindia,"Last IPL hurrah for Dhoni, Rohit, Virat?

#IPL has been the grand stage for some of the greatest modern-day cricketers to showcase their prowess. However, all good things must come to an end.
@toi_gauravG
 http://toi.in/6DyF8Y/a24gk",2025-03-21,03:41:20,['https://pbs.twimg.com/media/GmiPUJ3awAACX5D?format=jpg&name=900x900'],last ipl hurrah for dhoni rohit virat has been the grand stage for some of the greatest modernday cricketers to showcase their prowess however all good things must come to an end,last ipl hurrah dhoni rohit virat grand stage greatest modernday cricketer showcase prowess however good thing must come end,Achievement-based,Record,[]
timesofindia,"Are smartphones ruining students’ focus and health? The Delhi high court just ruled on smartphone use in schools, rejecting a total ban but enforcing strict regulations. With rising cyberbullying, anxiety, and myopia, should India go further?

https://timesofindia.indiatimes.com/toi-plus/education/indian-schools-face-a-smartphone-crisis-should-parents-be-worried/articleshow/119218436.cms?utm_source=Social&utm_medium=Twitter&utm_campaign=LMTWLinks…",2025-03-21,03:30:00,['https://pbs.twimg.com/media/GmgT3UTaEAE2cYZ?format=jpg&name=900x900'],are smartphones ruining students focus and health the delhi high court just ruled on smartphone use in schools rejecting a total ban but enforcing strict regulations with rising cyberbullying anxiety and myopia should india go further,smartphones ruining student focus health delhi high court ruled smartphone use school rejecting total ban enforcing strict regulation rising cyberbullying anxiety myopia india go,Neutral,,"['Delhi', 'India']"
timesofindia,"#UttarPradesh | Tired of constant stomach pain, a 32-year-old man at a village in #Mathura decided to perform surgery on himself after gathering information from the internet and #YouTube

Rajababu Kumar injected a numbing agent before making a seven-inch incision on the lower",2025-03-21,03:57:45,['https://pbs.twimg.com/media/GmiS5OiaEAIS2sW?format=jpg&name=900x900'],tired of constant stomach pain a yearold man at a village in decided to perform surgery on himself after gathering information from the internet and rajababu kumar injected a numbing agent before making a seveninch incision on the lower,tired constant stomach pain yearold man village decided perform surgery gathering information internet rajababu kumar injected numbing agent making seveninch incision lower,Neutral,,[]
timesofindia,"What is Indian-origin Badar Khan Suri's alleged connection to #Hamas? 

Here's what we know",2025-03-21,00:30:00,[],what is indianorigin badar khan suris alleged connection to heres what we know,indianorigin badar khan suris alleged connection here know,Crime-related,Fraud,[]
timesofindia,"#CricketWithTOI | #TeamIndia gets Rs 58 crore cash reward from #BCCI for #ChampionsTrophy win - here's the break-up
 
#Cricket #ChampionsTrophy #ChampionsTrophy2025",2025-03-20,23:30:00,[],gets rs crore cash reward from for win heres the breakup,get r crore cash reward win here breakup,Crime-related,Assault,[]
timesofindia,"An Indian researcher at #USUniversity was detained and will face deportation, amidst increased scrutiny of campus activists under the #DonaldTrump administration.  

Badar Khan Suri, who is a Georgetown University researcher, has been accused by immigration authorities for",2025-03-20,22:30:00,['https://pbs.twimg.com/media/Gmez3g5aAAA8-9q?format=jpg&name=900x900'],an indian researcher at was detained and will face deportation amidst increased scrutiny of campus activists under the administration badar khan suri who is a georgetown university researcher has been accused by immigration authorities for,indian researcher detained face deportation amidst increased scrutiny campus activist administration badar khan suri georgetown university researcher accused immigration authority,Crime-related,Assault,[]
timesofindia,"West Bengal chief minister #MamataBanerjee received a jersey signed by football legend #LionelMessi. Celebrating the gift, she highlighted Bengal's deep-rooted passion for football.  

Know more http://toi.in/fnLw6Y",2025-03-20,21:30:00,['https://pbs.twimg.com/media/GmeztvqaIAAcK1-?format=jpg&name=900x900'],west bengal chief minister received a jersey signed by football legend celebrating the gift she highlighted bengals deeprooted passion for football know more,west bengal chief minister received jersey signed football legend celebrating gift highlighted bengal deeprooted passion football know,Achievement-based,Recognition,['West Bengal']
timesofindia,"Saurabh Rajput, returned to #Meerut from London to surprise his wife, was brutally murdered by her and her lover.  

He had been killed, dismembered and beheaded, and left to rot in cement in a blue plastic drum. It was untouched for nearly two weeks.  

Know how the crime",2025-03-20,20:30:00,['https://pbs.twimg.com/media/GmezWWDaUAAgY__?format=jpg&name=900x900'],saurabh rajput returned to from london to surprise his wife was brutally murdered by her and her lover he had been killed dismembered and beheaded and left to rot in cement in a blue plastic drum it was untouched for nearly two weeks know how the crime,saurabh rajput returned london surprise wife brutally murdered lover killed dismembered beheaded left rot cement blue plastic drum untouched nearly two week know crime,Crime-related,Murder,['London']
timesofindia,"Satish Salian, father of #DishaSalian, celebrity PR manager of #SushantSinghRajput, will move Bombay HC seeking a CBI probe into her 2020 death, saying his daughter was brutally raped, murdered, and to demand immediate ""custodial interrogation"" of #AadityaThackeray   

More",2025-03-20,19:30:00,['https://pbs.twimg.com/media/GmezJWhbsAApvyO?format=jpg&name=900x900'],satish salian father of celebrity pr manager of will move bombay hc seeking a cbi probe into her death saying his daughter was brutally raped murdered and to demand immediate custodial interrogation of more,satish salian father celebrity pr manager move bombay hc seeking cbi probe death saying daughter brutally raped murdered demand immediate custodial interrogation,Crime-related,Rape,['Bombay']
timesofindia,"#Russia strikes #Ukrainian military train, destroys ammunition depot as #Kyiv suffers heavy losses

Watch for details",2025-03-20,17:00:01,['https://pbs.twimg.com/media/Gmfl83PbIAATyiI.jpg'],strikes military train destroys ammunition depot as suffers heavy losses watch for details,strike military train destroys ammunition depot suffers heavy loss watch detail,Crime-related,Assault,['Russia']
timesofindia,#Karnataka home minister orders high-level probe after claims of 48 politicians honey trapped,2025-03-20,16:52:26,[],home minister orders highlevel probe after claims of politicians honey trapped,home minister order highlevel probe claim politician honey trapped,Crime-related,Fraud,[]
timesofindia,"https://timesofindia.indiatimes.com/city/chennai/cognizant-sells-prime-thoraipakkam-property-for-rs-612-crore/articleshow/119265581.cms…

Cognizant sells prime Chennai property for Rs 612 crore",2025-03-20,16:21:39,[],cognizant sells prime chennai property for rs crore,cognizant sell prime chennai property r crore,Achievement-based,Recognition,[]
timesofindia,Father of newborn baby among three arrested for attacking doctors in Hosur hospital,2025-03-20,16:13:28,[],father of newborn baby among three arrested for attacking doctors in hosur hospital,father newborn baby among three arrested attacking doctor hosur hospital,Crime-related,Assault,['Hosur']
timesofindia,#Houthis' chilling reveal after #BenGurion airport attack; 'more strikes...' | Watch for full details,2025-03-20,16:30:00,['https://pbs.twimg.com/media/Gmfla7TaMAA0coL.jpg'],chilling reveal after airport attack more strikes watch for full details,chilling reveal airport attack strike watch full detail,Crime-related,Assault,[]
timesofindia,"Nitish Reddy reveals how Virat Kohli's gifted shoes played a role in his Melbourne Test ton 

Nitish also shared a fun moment from the Test series in Australia when his Travis Head tried to distract him with some playful sledging 

READ: http://toi.in/ojemUb76/a24gk

#ViratKohli",2025-03-20,15:57:21,[],nitish reddy reveals how virat kohlis gifted shoes played a role in his melbourne test ton nitish also shared a fun moment from the test series in australia when his travis head tried to distract him with some playful sledging read,nitish reddy reveals virat kohlis gifted shoe played role melbourne test ton nitish also shared fun moment test series australia travis head tried distract playful sledging read,Achievement-based,Record,"['Melbourne Test', 'Australia']"
timesofindia,"IPL Throwback: 5 times players lost their cool

READ: http://toi.in/1523OZ

#IPL #IPL2025 #Cricket #IndianCricket",2025-03-20,15:54:30,[],ipl throwback times players lost their cool read,ipl throwback time player lost cool read,Neutral,,[]
timesofindia,"Actor 
@ranaashutosh10
 discussed the role of women in shaping narratives and breaking stereotypes in literature and cinema at #TOIShevoution.  
@glbajaj",2025-03-20,14:38:45,['https://pbs.twimg.com/ext_tw_video_thumb/1902731346247819264/pu/img/8wVSWJS8Xay3Ksyx.jpg'],actor discussed the role of women in shaping narratives and breaking stereotypes in literature and cinema at,actor discussed role woman shaping narrative breaking stereotype literature cinema,Achievement-based,Innovation,[]
timesofindia,"Indian academic #BadarKhanSuri, researching at #GeorgetownUniversity, was detained by #US immigration authorities. 

His focus on global conflict zones has raised concerns about political targeting and academic freedom.

Know more about him  http://toi.in/v9C7bY",2025-03-20,14:30:00,['https://pbs.twimg.com/media/GmfGi5qb0AEESGP?format=jpg&name=900x900'],indian academic researching at was detained by immigration authorities his focus on global conflict zones has raised concerns about political targeting and academic freedom know more about him,indian academic researching detained immigration authority focus global conflict zone raised concern political targeting academic freedom know,Crime-related,Assault,[]
timesofindia,"#AirIndia is in discussions to order 30 to 40 wide-body aircraft, including #AirbusA350 and #Boeing777X models, potentially exceeding 50. 

The move is part of their transformation under #TataGroup ownership.

Read more  http://toi.in/bWci0Y 
#Tata",2025-03-20,14:15:00,['https://pbs.twimg.com/media/GmfFBp0bwAAJkkN?format=jpg&name=900x900'],is in discussions to order to widebody aircraft including and models potentially exceeding the move is part of their transformation under ownership read more,discussion order widebody aircraft including model potentially exceeding move part transformation ownership read,Achievement-based,Record,[]
timesofindia,"#IPL2025 

KKR vs LSG clash shifted from Kolkata to Guwahati 

READ: http://toi.in/t1zXYZ/a24gk

#KKRvLSG #KKRvsLSG",2025-03-20,14:00:15,[],kkr vs lsg clash shifted from kolkata to guwahati read,kkr v lsg clash shifted kolkata guwahati read,Crime-related,Assault,['Kolkata']
timesofindia,"'I am happy that they invited me. I am happy to celebrate with them'

Indian Olympic Association President #PTUsha on attending the #Iftar hosted by the Indian Union Muslim League 

#IUML #Delhi",2025-03-20,14:00:47,['https://pbs.twimg.com/ext_tw_video_thumb/1902720036302942208/pu/img/8ZXYVPkprz8lIfk4.jpg'],i am happy that they invited me i am happy to celebrate with them indian olympic association president on attending the hosted by the indian union muslim league,happy invited happy celebrate indian olympic association president attending hosted indian union muslim league,Achievement-based,Recognition,[]
timesofindia,"'I wish a very happy, peaceful Ramzan': Rajya Sabha MP #SudhaMurthy on attending the #Iftar hosted by the Indian Union Muslim League 

#IUML #Delhi #Ramadan",2025-03-20,14:00:39,['https://pbs.twimg.com/ext_tw_video_thumb/1902720917459087361/pu/img/fOjBJbQMm9n4Ssv5.jpg'],i wish a very happy peaceful ramzan rajya sabha mp on attending the hosted by the indian union muslim league,wish happy peaceful ramzan rajya sabha mp attending hosted indian union muslim league,Neutral,,[]
timesofindia,"Suryapet court sentences man to 25 years in jail for raping 6-year-old http://toi.in/IBmNma/a24gk via 
@timesofindia",2025-03-20,12:21:22,[],suryapet court sentences man to years in jail for raping yearold via,suryapet court sentence man year jail raping yearold via,Crime-related,Rape,[]
timesofindia,"IndusInd bank's is a tale of divergent accounting treatment within a bank, permitted at the time, and convenient choices that later proved expensive.

https://timesofindia.indiatimes.com/toi-plus/business-economy/who-is-to-blame-for-1500cr-accounting-fiasco-at-indusind-bank/articleshow/119195801.cms?utm_source=Social&utm_medium=Twitter&utm_campaign=LMTWLinks…",2025-03-20,12:30:01,['https://pbs.twimg.com/media/GmbF6Qda8AQ-EHJ?format=jpg&name=900x900'],indusind banks is a tale of divergent accounting treatment within a bank permitted at the time and convenient choices that later proved expensive,indusind bank tale divergent accounting treatment within bank permitted time convenient choice later proved expensive,Neutral,,[]
timesofindia,UK PM #KeirStarmer visits nuclear submarine as Britain showcases deterrence amid rising tensions with #Russia,2025-03-20,12:30:01,['https://pbs.twimg.com/media/GmedDelbgAA_zCq.jpg'],uk pm visits nuclear submarine as britain showcases deterrence amid rising tensions with,uk pm visit nuclear submarine britain showcase deterrence amid rising tension,Achievement-based,Record,"['UK', 'Britain', 'Russia']"
timesofindia,"A woman was allegedly kidnapped, murdered, and dumped in a drain in #Delhi's Chhawla area. The body of the young woman, identified as Komal, was found inside a canal today. 

Know more http://toi.in/e0Eu2a",2025-03-20,12:15:00,['https://pbs.twimg.com/media/GmeuX00bgAAOd9n?format=jpg&name=900x900'],a woman was allegedly kidnapped murdered and dumped in a drain in s chhawla area the body of the young woman identified as komal was found inside a canal today know more,woman allegedly kidnapped murdered dumped drain chhawla area body young woman identified komal found inside canal today know,Crime-related,Murder,['Chhawla']
timesofindia,"No more petrol bikes, scooters? Delhi Govt eyes major move for 2026

#petrol #diesel #scooter #bikes #motorcyles #EVpolicy",2025-03-20,11:59:43,[],no more petrol bikes scooters delhi govt eyes major move for,petrol bike scooter delhi govt eye major move,Achievement-based,Milestone,[]
timesofindia,"#Maharashtra | Prime Minister of #NewZealand #ChristopherLuxon, along with Rear Admiral (RADM) Garin Golding, Chief of Navy, Royal New Zealand Navy (CN-RNZN) visited the latest indigenously built destroyer of the #IndianNavy, INS Surat, at Naval Dockyard, #Mumbai.",2025-03-20,12:05:00,"['https://pbs.twimg.com/media/Gme3llEagAA4l-5?format=jpg&name=small', 'https://pbs.twimg.com/media/Gme3mk7aQAAXxxL?format=jpg&name=small', 'https://pbs.twimg.com/media/Gme3qjvboAEcB3b?format=jpg&name=small']",prime minister of along with rear admiral radm garin golding chief of navy royal new zealand navy cnrnzn visited the latest indigenously built destroyer of the ins surat at naval dockyard,prime minister along rear admiral radm garin golding chief navy royal new zealand navy cnrnzn visited latest indigenously built destroyer in surat naval dockyard,Neutral,,['Mumbai']
timesofindia,"#NATO allies rethink F-35 purchases amid U.S. rift, considering #Swedish gripen as alternative",2025-03-20,12:00:00,['https://pbs.twimg.com/media/Gmeb8hXaIAAuI21.jpg'],allies rethink f purchases amid us rift considering gripen as alternative,ally rethink f purchase amid u rift considering gripen alternative,Neutral,,['U.S.']
timesofindia,"#WATCH | Dehradun: Uttarakhand CM #PushkarSinghDhami says, ""Under the guidance of our Prime Minister Narendra Modi ji, the state government has taken forward many development works in a period of three years. New works have also started and the Uttarakhand government is at the",2025-03-20,10:43:15,['https://pbs.twimg.com/ext_tw_video_thumb/1902671908140982272/pu/img/AjogPGiAk11ntFJS.jpg'],dehradun uttarakhand cm says under the guidance of our prime minister narendra modi ji the state government has taken forward many development works in a period of three years new works have also started and the uttarakhand government is at the,dehradun uttarakhand cm say guidance prime minister narendra modi ji state government taken forward many development work period three year new work also started uttarakhand government,Achievement-based,Milestone,[]
timesofindia,"#Bihar chief minister #NitishKumar loses cool again, this time over mobile phones

READ: http://toi.in/CSfk5Z",2025-03-20,10:35:00,['https://pbs.twimg.com/media/Gmegy1EacAAXvwy?format=jpg&name=small'],chief minister loses cool again this time over mobile phones read,chief minister loses cool time mobile phone read,Achievement-based,Record,[]
timesofindia,#DonaldTrump hits back at #VladimirPutin over unacceptable peace term: 'US won't stop sharing intel with #Ukraine',2025-03-20,10:30:01,['https://pbs.twimg.com/media/GmeK8LtaYAAkaC_.jpg'],hits back at over unacceptable peace term us wont stop sharing intel with,hit back unacceptable peace term u wont stop sharing intel,Neutral,,['US']
timesofindia,"#SaurabhRajput was murdered by his wife #MuskanRastogi and her accomplice #SahilShukla after returning from #London to celebrate her birthday in #Meerut. Muskan had manipulated Sahil by exploiting his grief and orchestrating the murder for months. 

Read here",2025-03-20,10:15:00,['https://pbs.twimg.com/media/GmeQezKbsAAwURf?format=jpg&name=900x900'],was murdered by his wife and her accomplice after returning from to celebrate her birthday in muskan had manipulated sahil by exploiting his grief and orchestrating the murder for months read here,murdered wife accomplice returning celebrate birthday muskan manipulated sahil exploiting grief orchestrating murder month read,Crime-related,Murder,['London']
timesofindia,"CSK vs RCB rivalry heats up! 

Former 
@ChennaiIPL
 star brutally mocks 
@RCBTweets
  

WATCH  http://toi.in/9kT6ra/a24gk

#CSK #RCB #IPL2025",2025-03-20,10:05:14,[],csk vs rcb rivalry heats up former star brutally mocks watch,csk v rcb rivalry heat former star brutally mock watch,Crime-related,Assault,[]
timesofindia,"Boxing gets IOC nod for inclusion at 2028 Los Angeles Olympics 

READ: http://toi.in/E3HrNY67/a24gk 

#Boxing #LA2028 #Olympics",2025-03-20,10:07:11,['https://pbs.twimg.com/media/GmeeA_vaQAAECh1?format=jpg&name=900x900'],boxing gets ioc nod for inclusion at los angeles olympics read,boxing get ioc nod inclusion los angeles olympics read,Achievement-based,Award won,[]
timesofindia,"BCCI lifts saliva ban ahead of IPL 2025

READ: http://toi.in/AkQF9Y

#IndianCricket #Cricket #BCCI #IPL",2025-03-20,09:57:34,[],bcci lifts saliva ban ahead of ipl read,bcci lift saliva ban ahead ipl read,Neutral,,[]
timesofindia,A promising  Chinese footballer  who suffered a serious head injury while playing in Spain  has died a day short of his 19th birthday,2025-03-20,08:30:40,[],a promising chinese footballer who suffered a serious head injury while playing in spain has died a day short of his th birthday,promising chinese footballer suffered serious head injury playing spain died day short th birthday,Achievement-based,Recognition,['Spain']
timesofindia,#DonaldTrump 'wants control' of #Ukraine's nuclear power plants; #VolodymyrZelenskyy's new bargain chip for peace?,2025-03-20,08:30:01,['https://pbs.twimg.com/media/Gmdisn0bwAALV-f.jpg'],wants control of s nuclear power plants s new bargain chip for peace,want control nuclear power plant new bargain chip peace,Neutral,,[]
timesofindia,"22 Maoists gunned down, jawan killed in separate encounters in #Chhattisgarh's Bastar and Kanker districts",2025-03-20,08:29:41,[],maoists gunned down jawan killed in separate encounters in s bastar and kanker districts,maoist gunned jawan killed separate encounter bastar kanker district,Crime-related,Murder,[]
timesofindia,"Sunrisers Hyderabad hope to go one better with similar template 

TEAM PREVIEW: http://toi.in/PVHXga/a24gk 
@tanujlakhina
#SunrisersHyderabad #IPL2025 #IPL",2025-03-20,08:17:37,['https://pbs.twimg.com/media/GmeE1wYaEAA0NPK?format=jpg&name=900x900'],sunrisers hyderabad hope to go one better with similar template team preview,sunrisers hyderabad hope go one better similar template team preview,Achievement-based,Innovation,[]
timesofindia,"Himachal Pradesh High Court directs BFI to allow Anurag Thakur's nomination in its polls 

READ: http://toi.in/xGiJxb/a24gk

#AnuragThakur 
@ianuragthakur
 @BFI_official",2025-03-20,07:53:32,[],himachal pradesh high court directs bfi to allow anurag thakurs nomination in its polls read,himachal pradesh high court directs bfi allow anurag thakurs nomination poll read,Achievement-based,Record,[]
timesofindia,"Riyan Parag to lead Rajasthan Royals in first 3 matches as Sanju Samson recovers from finger surgery

READ: http://toi.in/xEnlca/a24gk 

#RiyanParag #RajasthanRoyals #IPL2025",2025-03-20,07:53:35,['https://pbs.twimg.com/media/Gmd_Y6CaUAAlRea?format=jpg&name=900x900'],riyan parag to lead rajasthan royals in first matches as sanju samson recovers from finger surgery read,riyan parag lead rajasthan royal first match sanju samson recovers finger surgery read,Achievement-based,Milestone,[]
timesofindia,"'We are not talking about injuries, Rishabh Pant himself ... ' 

Says 
@LucknowIPL
 mentor Zaheer Khan 

READ: http://toi.in/dURZBa/a24gk

#RishabhPant 
@LucknowIPL
 #IPL2025 
@RishabhPant17
 @ImZaheer",2025-03-20,08:12:19,[],we are not talking about injuries rishabh pant himself says mentor zaheer khan read,talking injury rishabh pant say mentor zaheer khan read,Crime-related,Assault,[]
timesofindia,"The first panel at #TOIShevolution featured yoga expert 
@iratrivedi
,  renowned nutritionist 
@IshiKhosla1
 and noted economist #SanchitaMukherjee discussing how women are driving actionable change across diverse fields.  The session was moderated by education consultant",2025-03-20,06:54:44,"['https://pbs.twimg.com/media/GmdxxYpa8AINJsc?format=jpg&name=small', 'https://pbs.twimg.com/media/GmdxxYla8AAqaei?format=jpg&name=small', 'https://pbs.twimg.com/media/GmdxxYlbAAE430h?format=jpg&name=small']",the first panel at featured yoga expert renowned nutritionist and noted economist discussing how women are driving actionable change across diverse fields the session was moderated by education consultant,first panel featured yoga expert renowned nutritionist noted economist discussing woman driving actionable change across diverse field session moderated education consultant,Neutral,,[]
NDTV,"""Very shocked by the statement"": Rajya Sabha MP Swati Maliwal (
@SwatiJaiHind
) to NDTV's 
@aishvaryjain
 on ""not rape"" order by Allahabad High Court judge",2025-03-21,06:12:56,['https://pbs.twimg.com/amplify_video_thumb/1902964102231887873/img/bix4YFVAcypxrcb_.jpg'],very shocked by the statement rajya sabha mp swati maliwal to ndtvs on not rape order by allahabad high court judge,shocked statement rajya sabha mp swati maliwal ndtvs rape order allahabad high court judge,Crime-related,Rape,[]
NDTV,"#BREAKING | ""Wrong judgment"": Union Minister of Women and Child Development Annapurna Devi (
@Annapurna4BJP
) on ""not rape"" order by Allahabad High Court judge https://ndtv.com/india-news/wrong-judgment-minister-on-not-rape-order-by-allahabad-high-court-judge-7974056…

NDTV's 
@aishvaryjain
 reports",2025-03-21,06:11:05,['https://pbs.twimg.com/amplify_video_thumb/1902964332222361600/img/Xh0C_4H_Ed2vvyOM.jpg'],wrong judgment union minister of women and child development annapurna devi on not rape order by allahabad high court judge ndtvs reports,wrong judgment union minister woman child development annapurna devi rape order allahabad high court judge ndtvs report,Crime-related,Rape,[]
NDTV,#AllahabadHighCourt,2025-03-21,05:58:20,['https://pbs.twimg.com/media/GmiuutIbsAAiK66?format=jpg&name=900x900'],,,Neutral,,[]
NDTV,UPI Will Stop Working On These Mobile Numbers From April 1. Here's Why https://ndtv.com/india-news/upi-will-stop-working-on-these-mobile-numbers-from-april-1-heres-why-7973418…,2025-03-21,04:55:39,['https://pbs.twimg.com/media/GmigYDtaEAMg9fC?format=png&name=900x900'],upi will stop working on these mobile numbers from april heres why,upi stop working mobile number april here,Crime-related,Theft,[]
NDTV,"GPS Interference, Spoofing In And Around Amritsar Airport, Centre Says https://ndtv.com/india-news/gps-interference-spoofing-in-and-around-amritsar-airport-centre-says-7973479…",2025-03-21,04:38:25,['https://pbs.twimg.com/media/Gmicbt2bYAAd3T9?format=png&name=small'],gps interference spoofing in and around amritsar airport centre says,gps interference spoofing around amritsar airport centre say,Crime-related,Fraud,['Centre']
NDTV,"Samay Raina Delays Return To India, Reschedules Stand-Up Tour https://ndtv.com/india-news/samay-raina-delays-return-to-india-reschedules-stand-up-tour-7973518…

#SamayRaina",2025-03-21,04:38:08,['https://pbs.twimg.com/media/GmicW0zbIAAV0Rf?format=png&name=900x900'],samay raina delays return to india reschedules standup tour,samay raina delay return india reschedules standup tour,Achievement-based,Recognition,['India']
NDTV,"Mohammed Siraj has broken his silence on the ICC Champions Trophy 2025 snub, debunking the claims made by skipper Rohit Sharma.",2025-03-21,04:31:12,[],mohammed siraj has broken his silence on the icc champions trophy snub debunking the claims made by skipper rohit sharma,mohammed siraj broken silence icc champion trophy snub debunking claim made skipper rohit sharma,Achievement-based,Discovery,[]
NDTV,"Court Issues Notice To Rahul Gandhi Over ""Fight Against Indian State"" Remark https://ndtv.com/india-news/court-issues-notice-to-rahul-gandhi-over-fight-against-indian-state-remark-7973328…",2025-03-21,04:32:58,['https://pbs.twimg.com/media/GmibLqWbsAAXH4t?format=png&name=900x900'],court issues notice to rahul gandhi over fight against indian state remark,court issue notice rahul gandhi fight indian state remark,Crime-related,Assault,[]
NDTV,"#BREAKING | Ruckus in Karnataka assembly over honey trap allegations

NDTV's 
@nehalkidwai
 reports",2025-03-21,04:31:27,['https://pbs.twimg.com/amplify_video_thumb/1902938523805814786/img/S1ET5gL99cjC5dL1.jpg'],ruckus in karnataka assembly over honey trap allegations ndtvs reports,ruckus karnataka assembly honey trap allegation ndtvs report,Crime-related,Fraud,['Karnataka']
NDTV,"Bill Gates Takes Vada Pav Break With Sachin Tendulkar https://ndtv.com/india-news/bill-gates-takes-vada-pav-break-with-sachin-tendulkar-7973409…

#billgates #SachinTendulkar",2025-03-21,04:21:20,['https://pbs.twimg.com/media/GmiYf_zaEAA1eMt?format=png&name=900x900'],bill gates takes vada pav break with sachin tendulkar,bill gate take vada pav break sachin tendulkar,Achievement-based,Milestone,[]
NDTV,Fighter Jets To Land On Assam Highways Soon: Himanta Biswa Sarma https://ndtv.com/india-news/fighter-jets-to-land-on-assam-highways-soon-himanta-biswa-sarma-7973417…,2025-03-21,04:20:53,['https://pbs.twimg.com/media/GmiYaxcaEAIKUci?format=png&name=900x900'],fighter jets to land on assam highways soon himanta biswa sarma,fighter jet land assam highway soon himanta biswa sarma,Achievement-based,Recognition,[]
NDTV,"#World24x7 with 
@ParmeshwarBawa
 | Canada Election Expected To Be Held On April 28
@VishalV054
 Reports

#CanadaElections",2025-03-21,03:47:37,['https://pbs.twimg.com/amplify_video_thumb/1902926881110028288/img/C8q7vLHKU-qShiFm.jpg'],with canada election expected to be held on april reports,canada election expected held april report,Neutral,,['Canada']
NDTV,"#BREAKING | London's Heathrow Airport shuts down till midnight after fire sparks power outage

NDTV's Priyanka Das reports",2025-03-21,03:41:13,['https://pbs.twimg.com/amplify_video_thumb/1902928228077215744/img/iL2YkAD9LFjrAHOD.jpg'],londons heathrow airport shuts down till midnight after fire sparks power outage ndtvs priyanka das reports,london heathrow airport shuts till midnight fire spark power outage ndtvs priyanka da report,Neutral,,"['London', 'Heathrow Airport']"
NDTV,"Shops to be allowed to remain open 24 hours in Assam's Guwahati: Himanta Sarma

NDTV's 
@RatnadipC
 reports",2025-03-21,03:37:00,['https://pbs.twimg.com/amplify_video_thumb/1902923131981008896/img/ETV-1dkSQfHEIaF6.jpg'],shops to be allowed to remain open hours in assams guwahati himanta sarma ndtvs reports,shop allowed remain open hour assam guwahati himanta sarma ndtvs report,Neutral,,['Assam']
NDTV,"Snapping pyjama string is not rape: Allahabad High Court

NDTV's 
@nupurdogra
 reports

#TheBreakfastShow",2025-03-21,03:35:59,[],snapping pyjama string is not rape allahabad high court ndtvs reports,snapping pyjama string rape allahabad high court ndtvs report,Crime-related,Rape,[]
NDTV,"The IPL 2025 opener between Kolkata Knight Riders and Royal Challengers Bengaluru in Kolkata is under the threat of being abandoned.
#IPL2025 #KKRvsRCB",2025-03-21,03:00:00,[],the ipl opener between kolkata knight riders and royal challengers bengaluru in kolkata is under the threat of being abandoned,ipl opener kolkata knight rider royal challenger bengaluru kolkata threat abandoned,Achievement-based,Milestone,['Kolkata']
NDTV,"#NDTVExclusive | ""India’s nuclear reactors are safe and have flawless safety record"": Head of Global Nuclear watchdog Rafael Mariano Grossi to NDTV's 
@pallavabagla
#TheBreakfastShow | 
@rafaelmgrossi",2025-03-21,03:23:49,['https://pbs.twimg.com/amplify_video_thumb/1902923952869269504/img/9M4mhcxmIDJmyPz9.jpg'],indias nuclear reactors are safe and have flawless safety record head of global nuclear watchdog rafael mariano grossi to ndtvs,india nuclear reactor safe flawless safety record head global nuclear watchdog rafael mariano grossi ndtvs,Neutral,,['India']
NDTV,"Delhi to ban refueling of 15-year-old vehicles from 1st April, 2025.

NDTV's 
@anushkagarg2000
 reports

#TheBreakfastShow",2025-03-21,03:12:47,['https://pbs.twimg.com/amplify_video_thumb/1902920270761037829/img/JJ3kGSQNi8SzmN35.jpg'],delhi to ban refueling of yearold vehicles from st april ndtvs reports,delhi ban refueling yearold vehicle st april ndtvs report,Neutral,,['Delhi']
